row_numer,target_account,is_businessacc,bio,full_name,is_priv,profile_pic
0,mxqzer,No,</3 /ᐠ ._. ᐟ\ﾉ,B,True,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/277242579_476492610885762_482614015267465846_n.jpg?stp=dst-jpg_s320x320&_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=106&_nc_ohc=4fdpB4zcUgUAX9nvHzx&edm=AAuNW_gBAAAA&ccb=7-4&oh=00_AT_1yJdropapKj37biBJBvOxBjH8ZbHPG6U-faARUkZvtw&oe=62734EE7&_nc_sid=498da5
0,justsomemfker,No,i keep making mistakes,sadmfker✨,True,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/278708433_1100623977150553_3431727778111917724_n.jpg?stp=dst-jpg_s320x320&_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=j5K0YMBoPZoAX_qTPnj&edm=AAuNW_gBAAAA&ccb=7-4&oh=00_AT_dPbGoHqmM437tPfaEgABeKI3h0UkqtVNUjP87b4Ncpg&oe=627249FB&_nc_sid=498da5
0,paopaocha.kr,No,not a people person,sijie,True,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/55827197_380786716107290_6294740520405041152_n.jpg?stp=dst-jpg_s320x320&_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=102&_nc_ohc=pQUImzwTNsAAX88uJdH&edm=AAuNW_gBAAAA&ccb=7-4&oh=00_AT8rLGLyuQCB5bVuLwXl-1MgHU-fFYm0O8zYK4OQAlhcsQ&oe=6272D4DA&_nc_sid=498da5
0,fikachhhu,No,🐻,fika🌸,True,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/277964888_663122741589798_3199681974855577747_n.jpg?stp=dst-jpg_s320x320&_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=106&_nc_ohc=fixHF_10W0wAX_96W8e&edm=AAuNW_gBAAAA&ccb=7-4&oh=00_AT-Mt1dWZN_jkDoubbgp2-CwSakoj7y8qWq38oewW0w1Mg&oe=6272A504&_nc_sid=498da5
0,eileen_0797,No,,Eileen Lim✨,True,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/261857407_914224369200358_1230849602995930147_n.jpg?stp=dst-jpg_s320x320&_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=110&_nc_ohc=bQvCjbhzQGgAX_7ifyM&edm=AAuNW_gBAAAA&ccb=7-4&oh=00_AT90h6UzctInb1x0iaKoAfUpecFWvuJC8VkL7fwBRj3KkA&oe=62724A01&_nc_sid=498da5
0,inst.ascrape,No,,,False,https://instagram.fbaq1-1.fna.fbcdn.net/v/t51.2885-19/44884218_345707102882519_2446069589734326272_n.jpg?_nc_ht=instagram.fbaq1-1.fna.fbcdn.net&_nc_cat=1&_nc_ohc=Fr1keqCm94YAX_amzzB&edm=AKr9bWQBAAAA&ccb=7-4&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.2-ccb7-4&oh=00_AT_rF-N-dHk1mRTmBzU-238PhvOWQs2dZya28eSrqAZD6w&oe=6273DBCF&_nc_sid=1094b9
0,foodstagram_3185,No,Foodie   follow @kep1er_itzy_ive for kpop content on these groups mai @triciacheong3017,,False,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/253932507_940921376526253_3622126740770445961_n.jpg?stp=dst-jpg_s320x320&_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=09v7bs3lnrEAX86lFXH&edm=AAuNW_gBAAAA&ccb=7-4&oh=00_AT8S8M_N99ZJ3p7x5NpGPXUdnoLsFMCiSIPtAMGVR1FJjw&oe=62736DCF&_nc_sid=498da5
0,baangjuun,No,Conceptualising. Manifesting. Turning my dreams into reality.  ❤️ @kkarenhsu,Jun Ong,True,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/259471234_1905560366318960_8355230573826791707_n.jpg?stp=dst-jpg_s320x320&_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=108&_nc_ohc=ESBlBwJm1x8AX8p0cL-&edm=AAuNW_gBAAAA&ccb=7-4&oh=00_AT_6t4dhFp2aaA2ZWt8ylY75jf2YwKFnCCxKAgTP4NBi5g&oe=627343DA&_nc_sid=498da5
0,lin_kitchenette,Yes,#weekendbaker ☺ #homemade #traditionalrecipe The Proof is in the Pudding. Authentic Nonya Kuehs.  📲 siewlinthun@yahoo.com.sg Self collect from bedok,lin's kitchenette,False,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/41983649_338192030075722_2332957511415496704_n.jpg?stp=dst-jpg_s320x320&_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=110&_nc_ohc=Pej1yi1R1OsAX9u125e&edm=AAuNW_gBAAAA&ccb=7-4&oh=00_AT9v5lSgwmPI7lDm8wkpY9UlirE26g7ZoQylaitblqbXjg&oe=627383E2&_nc_sid=498da5
0,celmefood,No,My food library 🖤📷🍴 . . . Pictures all taken by IPhone,CELMEFOOD by Celene,False,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/275537944_699038181128571_5713702668957188330_n.jpg?stp=dst-jpg_s320x320&_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=tPZvEEDS0CYAX_H32D1&edm=AAuNW_gBAAAA&ccb=7-4&oh=00_AT8cPmN1V0JE90PuXA7HFwD7VJDz4VA54udfDQv_dfmqEw&oe=62726F98&_nc_sid=498da5
0,claraaaa_.c,No,you become what you believe TT,Ccc_larraaaa,True,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/273710012_661241785188629_7619025419872450751_n.jpg?stp=dst-jpg_s320x320&_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=105&_nc_ohc=vPn_5YaMOr8AX9tdU33&edm=AAuNW_gBAAAA&ccb=7-4&oh=00_AT-68aciCoviopmnD4xHgY2SH_VCNBpt9ZlD2RtMVvj-6w&oe=62737342&_nc_sid=498da5
0,joyce.ng.gan,No,All roads will lead to Rome,Joyce,True,https://instagram.fhex4-1.fna.fbcdn.net/v/t51.2885-19/44884218_345707102882519_2446069589734326272_n.jpg?_nc_ht=instagram.fhex4-1.fna.fbcdn.net&_nc_cat=1&_nc_ohc=Fr1keqCm94YAX9sYQf_&edm=AEF8tYYBAAAA&ccb=7-4&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.2-ccb7-4&oh=00_AT_ZvENi0sGOtO11bJLlWPVaapDi__CzGV38Sf5mOdit0Q&oe=6273DBCF&_nc_sid=a9513d
0,muzzi21,No,The Victorious (مظفر) Grit & Passion are my anecdotes. 🚔 Police Officer @singaporepoliceforce 👨‍🎓 Studying COM-MAJ @suss.sg,Muzzi,True,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/231613124_377094443832670_5757273115802624812_n.jpg?stp=dst-jpg_s320x320&_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=110&_nc_ohc=N1B0s0vYNsYAX_UT9uY&edm=AAuNW_gBAAAA&ccb=7-4&oh=00_AT-O_hJapdsl7dTZEMicYUNyfYSjUTkmegDCGTEiPhNbtg&oe=6272D97D&_nc_sid=498da5
0,qnvbilah,No,,นบีลาห์,True,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-19/44884218_345707102882519_2446069589734326272_n.jpg?efg=eyJybWQiOiJpZ19hbmRyb2lkX21vYmlsZV9uZXR3b3JrX3N0YWNrX25vX3RjcF9mYWxsYmFja19vbl9mYWlsdXJlX2V4Y2VwdF9vbnA6ZmFsbGJhY2tfb25fYWxsIn0&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=1&_nc_ohc=Fr1keqCm94YAX_VYV7q&edm=AL4D0a4BAAAA&ccb=7-4&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.2-ccb7-4&oh=00_AT9naziUngla7ZdkJwIh3L7hWk1v8pN3hHuFUmH5Ve6Uvg&oe=6273DBCF&_nc_sid=712cc3
0,nursafar,No,,Nur Safar,True,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/126611688_840292323397905_160811346592534248_n.jpg?stp=dst-jpg_s320x320&_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=109&_nc_ohc=yVDdBoGgvDoAX_5srBv&edm=AAuNW_gBAAAA&ccb=7-4&oh=00_AT8UbcDDk8hzRjUwg0ZoQody3oWNyrfAmP8Iircw2VCeZg&oe=6273762A&_nc_sid=498da5
0,cryingbyeing,No,can i go where u go,施妤,True,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/277360545_1008704650047542_4294417736392457244_n.jpg?stp=dst-jpg_s320x320&_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=102&_nc_ohc=-WDwDrgSgj0AX-Jm3_U&edm=AAuNW_gBAAAA&ccb=7-4&oh=00_AT8NIu9QckVxPiHeWzJ7JeCP1SzpnlmgkbpgadAnGVRe8Q&oe=62737009&_nc_sid=498da5
0,_malathiii_,No,Everyone will have their day/time someday 💜,🌻 𝓜𝓪𝓵𝓪𝓽𝓱𝓲 🌻  🧿,True,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/257471417_4862977710392486_3206895983852388920_n.jpg?stp=dst-jpg_s320x320&_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=102&_nc_ohc=-WHBX27IMeQAX9QvgLQ&edm=AAuNW_gBAAAA&ccb=7-4&oh=00_AT-1Xgb-KSRXLTn53YfcMjnUiA4hq7PRwp_ludxpjW6Oxw&oe=6272B8C6&_nc_sid=498da5
0,musicbyglyne,No,@connected_sounds | @simplifyrecs  ғᴏʀᴍᴇʀ ᴘʀᴏᴅ ʙʏ ᴀᴘʀxɪɪ,ɢ ʟ ᴇ ɴ ɴ,False,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/258416701_996434561087808_8975622337683768513_n.jpg?stp=dst-jpg_s320x320&_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=100&_nc_ohc=npRKyDA5DDoAX9cJCmU&edm=AAuNW_gBAAAA&ccb=7-4&oh=00_AT_rs1aaXU6yMF5zQ6CP5bVqT6iohfOJ4xS1QmYkUCpGYg&oe=6273A938&_nc_sid=498da5
0,imsohhungry,No,saving money to eat sushi 🍣 — 👇🏻 Posts are sorted by MRT Stations under Guides 👇🏻,𝗝𝗘𝗦𝗦𝗜𝗖𝗔 𝗦𝗢𝗛 • 𝗦𝗜𝗡𝗚𝗔𝗣𝗢𝗥𝗘 • 𝗙𝗢𝗢𝗗,False,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/83768107_3222762271071717_2711162796673859584_n.jpg?stp=dst-jpg_s320x320&_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=109&_nc_ohc=ZwRB3F9lf8kAX-XX-Ac&edm=AAuNW_gBAAAA&ccb=7-4&oh=00_AT92XdQWME1te0ZoRcmz6V-vT3tDEEBxvCgfzVtX0l0CGg&oe=6271FC33&_nc_sid=498da5
0,inadilemmma,No,spamaccount. follow if u wish.,emma,True,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/278741802_354466079833920_2572724976471013736_n.jpg?stp=dst-jpg_s320x320&_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=100&_nc_ohc=hO_0IxBDWXQAX9az5KX&edm=AAuNW_gBAAAA&ccb=7-4&oh=00_AT-YpC7FYp7qp2snASs2WsxKzk5cLMb4QYbIc7JVIPfXuA&oe=6273BEC1&_nc_sid=498da5
0,iamarmwrestling,No,To become a champion you have to train with champions,,True,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/269706510_338716357719766_8778517327907187731_n.jpg?stp=dst-jpg_s320x320&_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=110&_nc_ohc=UYOqqWv2FD8AX_EasX2&edm=AAuNW_gBAAAA&ccb=7-4&oh=00_AT_QmYRKln3s0ZrWcW95p3y-Es2jY3x4I0HJM-je1eUw1Q&oe=62739BE0&_nc_sid=498da5
0,jeecheng,No,,지챙.루징,False,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/11850312_1387558658209365_1335349120_a.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=109&_nc_ohc=ankTtUubEUEAX88W585&edm=AAuNW_gBAAAA&ccb=7-4&oh=00_AT8PTkXRHJxVyKzb1VQDrhceV9tYgdvZGd5GT-tgx6o9bA&oe=627229C5&_nc_sid=498da5
0,rafaeeeeeeeeee,No,🫁,ǝɐɟɐɹ,False,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/271418651_1095174167726730_2125027222617290806_n.jpg?stp=dst-jpg_s320x320&_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=106&_nc_ohc=GJiL261y1XQAX8MuKzb&edm=AAuNW_gBAAAA&ccb=7-4&oh=00_AT_W8dERBLqrssPHilFo8PcQrhdiJYpW3JsCH_Em31Hugg&oe=6272D317&_nc_sid=498da5
0,t.wr1804,No,🇸🇬Sg 💎Love collecting crystals 🥦Ovo lacto vegetarian 💙我的宝宝 @jiunhaw0804 📷Printing service @xpressprints.co,Toh Wen Ruu,False,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/277151590_1282361548919599_782044260319371174_n.jpg?stp=dst-jpg_s320x320&_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=107&_nc_ohc=5rRpwfV9UDYAX_faM1P&edm=AAuNW_gBAAAA&ccb=7-4&oh=00_AT-K0-OEFq4eTxrPs_cYfoe4krA8GmmhLLWiI216Rnm8NQ&oe=62734671&_nc_sid=498da5
0,jingyee._,No,,,True,https://scontent-scl2-1.cdninstagram.com/v/t51.2885-19/44884218_345707102882519_2446069589734326272_n.jpg?efg=eyJybWQiOiJpZ19hbmRyb2lkX21vYmlsZV9uZXR3b3JrX3N0YWNrX3F1aWNfa2VlcF9hbGl2ZV8xOjIwc19rZWVwX2FsaXZlIn0&_nc_ht=scontent-scl2-1.cdninstagram.com&_nc_cat=1&_nc_ohc=Fr1keqCm94YAX9MePWH&edm=ALlQn9MBAAAA&ccb=7-4&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.2-ccb7-4&oh=00_AT8YmO85mCM02yg96a95fhvLejCImdesdxRp2HgIOp0QlQ&oe=6273DBCF&_nc_sid=48a2a6
0,reenatpq,No,,Reena Tan,True,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/172116038_155221869844439_6360083200116455981_n.jpg?stp=dst-jpg_s320x320&_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=111&_nc_ohc=Y657wHuy-9UAX-jWv4J&edm=AAuNW_gBAAAA&ccb=7-4&oh=00_AT9abIFyAjZ-zx08hRd9ywbR274u1egQbOIJB6YgTvlqfg&oe=6271F0A9&_nc_sid=498da5
0,florabelle696,No,This is my last Instagram bio ever.,Florabelle Janine Savina Beins-Au,True,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/275954088_119864050630355_2863077127277087144_n.jpg?stp=dst-jpg_s320x320&_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=111&_nc_ohc=w10YWZzj41oAX-0FGWf&edm=AAuNW_gBAAAA&ccb=7-4&oh=00_AT_8glIhMnlfvvCAYaCTu8klTXYHE-d0HTkfI0ISE1GbQQ&oe=62733C2A&_nc_sid=498da5
0,scolio_qi,No,🤡,𝖶𝖺𝗇𝗊𝗂,True,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/276090526_128451332843401_1621598024199458148_n.jpg?stp=dst-jpg_s320x320&_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=Yy6dPvzsVhoAX9asqXM&edm=AAuNW_gBAAAA&ccb=7-4&oh=00_AT9d7TOCDFwe1CDeBOstRAShyd2pUKRA6tVS7UsJMQKzQA&oe=6273B202&_nc_sid=498da5
0,5mi_es,No,,5M!leS,False,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/248356134_247524890735828_6638591234267412526_n.jpg?stp=dst-jpg_s320x320&_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=108&_nc_ohc=C6o4UVtKPwYAX8MnZGo&edm=AAuNW_gBAAAA&ccb=7-4&oh=00_AT_hO8ORbn93KFnQwpb0bJPOegTMPcEEZbTWgHQoPs8n6A&oe=6272290B&_nc_sid=498da5
0,glen.dobbie,No,,,True,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/25015806_1690370510994934_7277133041468702720_n.jpg?stp=dst-jpg_s320x320&_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=110&_nc_ohc=8SwERXfBtMIAX9_RYLl&edm=AAuNW_gBAAAA&ccb=7-4&oh=00_AT_HgdjWV-A4J0OdkIQjpOLSmex6WYVhCcOFreBqPFoO6w&oe=6272FF1C&_nc_sid=498da5
0,courtneyclarkk,No,"PT, DPT, CSCS ☀️🐶 🚨 instructor @barryssingapore  🏋🏼‍♀️ coach @empower.fitness.sg 🚲 founding instructor @allysingapore",Courtney Gleason,False,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/245201330_403249334751323_4744311514010806693_n.jpg?stp=dst-jpg_s320x320&_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=111&_nc_ohc=1dffp48F8d4AX_YMsmB&edm=AAuNW_gBAAAA&ccb=7-4&oh=00_AT-CN92LahcA-PhR84E_6veLeEfWCo4lTNvqDZOWI00QDg&oe=6272119F&_nc_sid=498da5
0,nicchekhk,No,,Nicholas Chek,True,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/71198353_505121413655593_4194538728552660992_n.jpg?stp=dst-jpg_s320x320&_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=8nwlk1CK-vQAX8Y6ZmX&edm=AAuNW_gBAAAA&ccb=7-4&oh=00_AT9YWV4eTpWsmp6a0Neu8jCUw9nMfBVCPW2ijYOV3ic_WQ&oe=6271F85E&_nc_sid=498da5
0,inshergram,No,,,True,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/123220222_155050816344823_8674453812928830205_n.jpg?stp=dst-jpg_s320x320&_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=107&_nc_ohc=iOdMFhYe66kAX-A96kM&edm=AAuNW_gBAAAA&ccb=7-4&oh=00_AT_KGFt7_2PpzHlRAIvnxC4DhvlSwBN7t8tRtEH3aS9ItA&oe=6273486F&_nc_sid=498da5
0,sxrxh_aaaa,No,starbucks 😶‍🌫️🌷🌻 07’ || you can hold my hand if one’s home🫶🏼,サラ sarah:>,False,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/278389747_728012605240149_802331133729753505_n.jpg?stp=dst-jpg_s320x320&_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=109&_nc_ohc=K3nTWK4VSL0AX9Cb8Ac&edm=AAuNW_gBAAAA&ccb=7-4&oh=00_AT8MwkadYMG2mvoTLxM8epakZJWU_TGIt1hg8a_4ka1q3Q&oe=627389B4&_nc_sid=498da5
0,suk_x0,No,"uarmyhope@, he is the reasons why i have to love myself more and more or forever.💗",TổngTài BúnBò Thơm Ngon,True,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/277632439_959396204744246_551818304585872931_n.jpg?stp=dst-jpg_s320x320&_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=102&_nc_ohc=lFGvS-PjYFEAX9yRIJG&edm=AAuNW_gBAAAA&ccb=7-4&oh=00_AT-Z7xrRIhVBKEH3ndk_DmuqxMLw0AB1ICP2M9Th8BGM6A&oe=62738EA5&_nc_sid=498da5
0,nxrsafiah.sayf,No,Travel✈. Family👨‍👩‍👧. Happiness😇. SayfHaziq 💞,Nur'Sayf Nur,True,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/274543110_2306074442867451_4000643977239205396_n.jpg?stp=dst-jpg_s320x320&_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=mWAakx8VbIMAX_5RUMv&edm=AAuNW_gBAAAA&ccb=7-4&oh=00_AT__4xvKf4XOyQI64e5sU1Dy8diBP9U6uGAk52-4xksMlA&oe=627306B1&_nc_sid=498da5
0,ohdelanna,No,Seize the moment. Still Young at heart and try to be fit and healthy.,Busarathip Dejsirisak,False,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/278796557_704574820742272_3816985874516283092_n.jpg?stp=dst-jpg_s320x320&_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=104&_nc_ohc=ijR5h5kddMMAX-GR0wC&edm=AAuNW_gBAAAA&ccb=7-4&oh=00_AT-b6pvAMkYdgzwwb6mY2H0rDZ_e41KDq2aPo0d5oF6oUQ&oe=6273B9FD&_nc_sid=498da5
0,ichws_ly,No,dont touch me i know kung fu @srkork's favourite macaque,Lyana Updike,False,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/278589092_1473452139723838_6278509223643795987_n.jpg?stp=dst-jpg_s320x320&_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=110&_nc_ohc=b7BOXJxPtdkAX8z3-X-&edm=AAuNW_gBAAAA&ccb=7-4&oh=00_AT_W1C1YJHUI4GNMTIzdSbqY3aaMNUecYAukTAkmfCXLUw&oe=6271F1F9&_nc_sid=498da5
